customerID,MonthlyCharges,churn_flag,churn_probability,annual_revenue_exposure,revenue_at_risk,risk_band
4760-THGOT,94.1,0,0.453726,1129.1999999999998,512.3473920106887,Medium
1346-UFHAX,80.0,0,0.45174566,960.0,433.6758327484131,Medium
7579-OOPEC,50.15,1,0.4512135,601.8,271.54028962254523,Medium
5419-KLXBN,89.15,1,0.4510293,1069.8000000000002,482.5111458778382,Medium
7529-ZDFXI,89.85,0,0.44865882,1078.1999999999998,483.74394400119775,Medium
2277-VWCNI,48.75,0,0.44824335,585.0,262.2223596274853,Medium
9167-APMXZ,84.15,0,0.44823328,1009.8000000000001,452.62596271634106,Medium
6834-NXDCA,23.9,1,0.44796765,286.79999999999995,128.47712159156796,Medium
5609-IMCGG,84.35,0,0.44719365,1012.1999999999999,452.6494149506092,Medium
4547-LYTDD,72.65,1,0.4468585,871.8000000000001,389.57123635411267,Medium
7470-MCQTK,48.75,1,0.446485,585.0,261.19373247027397,Medium
2452-KDRRH,101.4,0,0.44578835,1216.8000000000002,542.4352687597276,Medium
9048-JVYVF,69.35,1,0.44530582,832.1999999999999,370.5835069656372,Medium
8993-PHFWD,25.25,1,0.44397944,303.0,134.5257709622383,Medium
0430-IHCDJ,49.0,0,0.4425092,588.0,260.1954120397568,Medium
4248-QPAVC,85.35,1,0.4423281,1024.1999999999998,453.0324353456496,Medium
1816-FLZDK,29.15,0,0.44202405,349.79999999999995,154.62001343965528,Medium
1965-DDBWU,89.05,1,0.44084182,1068.6,471.08357293009755,Medium
8757-TFHHJ,49.8,0,0.4401237,597.5999999999999,263.01792733669276,Medium
0963-ZBDRN,96.2,1,0.43981522,1154.4,507.722693681717,Medium
2692-PFYTJ,25.75,0,0.43663523,309.0,134.92028483748436,Medium
2070-FNEXE,76.45,1,0.43636686,917.4000000000001,400.3229537844658,Medium
2277-DJJDL,99.0,0,0.43597868,1188.0,517.9426728487015,Medium
2501-XWWTZ,70.2,0,0.43586865,842.4000000000001,367.1757513284684,Medium
2960-NKRSO,85.95,0,0.43538988,1031.4,449.06111848354345,Medium
6770-XUAGN,21.0,1,0.43443236,252.0,109.47695410251617,Medium
4360-PNRQB,75.6,0,0.43426892,907.1999999999999,393.9687656879425,Medium
0599-XNYDO,69.8,0,0.4337993,837.5999999999999,363.35029084682463,Medium
9286-DOJGF,74.95,1,0.43330804,899.4000000000001,389.71724680066114,Medium
6022-UGGSO,74.4,1,0.43249655,892.8000000000001,386.13291778564457,Medium
9420-LOJKX,99.1,1,0.43182507,1189.1999999999998,513.5263751149176,Medium
0531-ZZJWQ,74.0,0,0.43137136,888.0,383.05776858329773,Medium
8601-QACRS,50.6,1,0.43101597,607.2,261.7128959655762,Medium
6557-BZXLQ,69.65,0,0.42912108,835.8000000000001,358.65939620733263,Medium
7250-EQKIY,50.45,1,0.42751005,605.4000000000001,258.8145860373974,Medium
1240-KNSEZ,20.1,1,0.42726195,241.20000000000002,103.05558199882508,Medium
0096-BXERS,50.35,0,0.4267014,604.2,257.8129838883877,Medium
0365-GXEZS,78.2,0,0.42640382,938.4000000000001,400.13734517097475,Medium
1894-IGFSG,89.25,1,0.4264025,1071.0,456.67708736658096,Medium
8160-HOWOX,66.85,0,0.42593312,802.1999999999999,341.6835509777069,Medium
7055-HNEOJ,55.8,0,0.42394584,669.5999999999999,283.87413725852963,Medium
3466-RITXD,92.4,0,0.4233354,1108.8000000000002,469.3942950725556,Medium
9732-KPKBW,53.95,1,0.42310062,647.4000000000001,273.9153417170048,Medium
4581-LNWUM,49.15,0,0.4227857,589.8,249.35900548696517,Medium
8033-VCZGH,103.95,0,0.42204577,1247.4,526.459890139103,Medium
6704-UTUKK,45.9,0,0.42038262,550.8,231.54674649238584,Medium
6128-AQBMT,53.95,0,0.4195222,647.4000000000001,271.5986697256565,Medium
6481-ESCNL,100.55,0,0.41872483,1206.6,505.2333858132362,Medium
6542-LWGXJ,25.0,0,0.41716886,300.0,125.15065670013428,Medium
9819-FBNSV,72.25,0,0.4147651,867.0,359.60133281350136,Medium
5351-QESIO,24.2,0,0.41329178,290.4,120.0199335336685,Medium
6646-QVXLR,103.75,1,0.41209024,1245.0,513.0523511767387,Medium
6710-HSJRD,114.1,0,0.41194567,1369.1999999999998,564.0360125184059,Medium
0410-IPFTY,83.85,0,0.4097182,1006.1999999999999,412.2584384143352,Medium
9450-TRJUU,83.15,0,0.4072688,997.8000000000001,406.3728010475636,Medium
1100-DDVRV,49.8,0,0.40455818,597.5999999999999,241.7639694213867,Medium
1310-QRITU,50.3,0,0.4033666,603.5999999999999,243.47207704782483,Medium
2101-RANCD,73.1,0,0.4008043,877.1999999999999,351.58554164171215,Medium
9710-ZUSHQ,106.75,1,0.3995494,1281.0,511.822774797678,Medium
0363-QJVFX,108.15,1,0.39941037,1297.8000000000002,518.3547743082047,Medium
8805-JNRAZ,49.2,0,0.39816672,590.4000000000001,235.07762918472292,Medium
7129-ACFOG,53.8,0,0.39698088,645.5999999999999,256.290857219696,Medium
8058-DMYRU,90.05,0,0.39592713,1080.6,427.83885794878,Medium
8988-ECPJR,79.6,1,0.39587855,955.1999999999999,378.1431941986084,Medium
8158-WPEZG,35.65,0,0.39576882,427.79999999999995,169.30990172624587,Medium
4840-ORQXB,104.75,0,0.39564353,1257.0,497.32392007112503,Medium
2971-SGAFL,78.75,0,0.39531216,945.0,373.5699914395809,Medium
6769-DYBQN,85.0,1,0.39514047,1020.0,403.04327845573425,Medium
4690-LLKUA,45.05,1,0.39448062,540.5999999999999,213.25622093081472,Medium
0730-KOAVE,94.3,0,0.39335716,1131.6,445.1229596614837,Medium
7279-BUYWN,113.2,1,0.39247042,1358.4,533.1318177223206,Medium
7277-OZCGZ,89.05,0,0.3915463,1068.6,418.4063857913017,Medium
3094-JOJAI,74.15,0,0.3913715,889.8000000000001,348.24235053062444,Medium
2293-IJWPS,100.75,0,0.3900558,1209.0,471.57746878266335,Medium
3604-WLABM,54.25,0,0.3899712,651.0,253.87124902009964,Medium
1493-AMTIE,20.2,1,0.3886395,242.39999999999998,94.2062171459198,Medium
2279-AXJJK,95.65,0,0.38842493,1147.8000000000002,445.8341380476952,Medium
2369-FEVNO,19.9,0,0.38790414,238.79999999999998,92.63150800466536,Medium
1169-WCVAK,88.8,0,0.38781828,1065.6,413.25915584564206,Medium
3331-HQDTW,109.8,1,0.38764507,1317.6,510.761138677597,Medium
8903-XEBGX,55.3,0,0.3873407,663.5999999999999,257.03928498029705,Medium
3923-CSIHK,71.05,1,0.38685018,852.5999999999999,329.82846196889875,Medium
6729-GDNGC,80.7,0,0.38613796,968.4000000000001,373.9360027313233,Medium
4526-ZJJTM,88.4,0,0.38560483,1060.8000000000002,409.049602174759,Medium
9576-SYUHJ,91.15,0,0.38494855,1093.8000000000002,421.05672580003744,Medium
3932-CMDTD,105.65,1,0.38448262,1267.8000000000002,487.44706835746774,Medium
9822-WMWVG,106.5,0,0.3844175,1278.0,491.28557020425797,Medium
4829-AUOAX,96.05,1,0.38258222,1152.6,440.9642638385296,Medium
1622-HSHSF,19.55,0,0.3804882,234.60000000000002,89.26252868771554,Medium
4983-CLMLV,102.7,0,0.38001814,1232.4,468.33436170816424,Medium
2478-EEWWM,44.3,0,0.37997606,531.5999999999999,201.99527560472484,Medium
6173-GOLSU,94.65,0,0.37975997,1135.8000000000002,431.3313708901406,Medium
2227-JRSJX,99.15,0,0.37965515,1189.8000000000002,451.71370051503186,Medium
8450-JOVAH,56.7,1,0.37832952,680.4000000000001,257.41540231704715,Medium
4993-JCRGJ,84.3,0,0.37645024,1011.5999999999999,380.81706340312957,Medium
4667-OHGKG,19.3,1,0.37522545,231.60000000000002,86.90221527814866,Medium
2770-NSVDG,29.1,0,0.37399933,349.20000000000005,130.600565135479,Medium
3587-PMCOY,98.9,0,0.37266624,1186.8000000000002,442.2802933216096,Medium
7893-IXHRQ,20.55,1,0.37247202,246.60000000000002,91.85159963965417,Medium
7504-UWHNB,69.75,0,0.37184706,837.0,311.2359919846058,Medium
9112-WSNPU,70.55,0,0.3712418,846.5999999999999,314.2933145999908,Medium
7853-WNZSY,19.75,0,0.36991403,237.0,87.66962394118309,Medium
6331-LWDTQ,72.15,1,0.36406595,865.8000000000001,315.20829530954364,Medium
0778-NELLA,34.7,1,0.3637463,416.40000000000003,151.46395325660706,Medium
5301-GAUUY,80.35,1,0.36193967,964.1999999999999,348.98222851753235,Medium
1550-LOAHA,84.15,1,0.3616274,1009.8000000000001,365.17134844064714,Medium
8840-DQLGN,100.5,1,0.36091956,1206.0,435.2689953446388,Medium
4067-HLYQI,70.4,0,0.35921916,844.8000000000001,303.4683494567871,Medium
2108-YKQTY,50.7,1,0.3588273,608.4000000000001,218.31052501201634,Medium
5103-MHMHY,45.95,1,0.3569067,551.4000000000001,196.7983610272408,Medium
6137-NICCO,94.05,0,0.35630074,1128.6,402.1210167825222,Medium
8728-SKJLR,74.25,0,0.35580045,891.0,317.01820081472397,Medium
3207-OYBWH,95.25,1,0.3556375,1143.0,406.4936519265175,Medium
0422-UXFAP,98.85,0,0.35560215,1186.1999999999998,421.81526463031764,Medium
9122-UMROB,20.3,0,0.35480303,243.60000000000002,86.4300170660019,Medium
9629-NHXFW,19.4,0,0.35428184,232.79999999999998,82.4768129825592,Medium
6815-ABQFQ,107.25,0,0.3539279,1287.0,455.50522059202194,Medium
2606-RMDHZ,30.5,1,0.3533444,366.0,129.32405430078506,Medium
3679-XASPY,19.45,0,0.35123992,233.39999999999998,81.97939724922179,Medium
2522-AHJXR,109.45,0,0.3510541,1313.4,461.07445780634885,Medium
5630-AHZIL,64.5,0,0.34990406,774.0,270.8257427215576,Medium
4570-QHXHL,43.75,0,0.348906,525.0,183.1756554543972,Medium
4226-KKDON,66.65,0,0.34613872,799.8000000000001,276.8417448520661,Medium
2178-PMGCJ,69.7,0,0.34612086,836.4000000000001,289.49549077749253,Medium
2480-SQIOB,44.8,0,0.34550413,537.5999999999999,185.74302291870114,Medium
2955-PSXOE,20.2,1,0.34511045,242.39999999999998,83.65477216243742,Medium
9767-FFLEM,69.5,0,0.34472522,834.0,287.5008346438408,Medium
6654-QGBZZ,19.9,0,0.3445291,238.79999999999998,82.27354724407195,Medium
2668-TZSPS,20.45,0,0.34392458,245.39999999999998,84.39909242391586,Medium
0823-HSCDJ,49.15,1,0.34388697,589.8,202.82453577518461,Medium
9812-GHVRI,83.85,0,0.34245613,1006.1999999999999,344.5793601930141,Medium
4695-VADHF,57.45,1,0.34010813,689.4000000000001,234.47054234147075,Medium
1436-ZMJAN,67.8,0,0.33988544,813.5999999999999,276.53079679012296,Medium
7733-UDMTP,55.0,0,0.3393509,660.0,223.9715999364853,Medium
9381-NDKME,40.65,1,0.33613038,487.79999999999995,163.96439967155456,Medium
7251-LJBQN,103.75,0,0.3360937,1245.0,418.4366489946842,Medium
5402-HTOTQ,55.3,0,0.3359732,663.5999999999999,222.95181763172147,Medium
1963-VAUKV,20.4,1,0.3357967,244.79999999999998,82.20303554534911,Medium
9962-BFPDU,20.05,0,0.33513346,240.60000000000002,80.63311123251916,Medium
5380-WJKOV,106.35,1,0.33414233,1276.1999999999998,426.4324381113052,Medium
4892-VLANZ,19.8,1,0.33353117,237.60000000000002,79.2470062494278,Medium
5600-PDUJF,49.5,0,0.33295774,594.0,197.77690029144287,Medium
5949-HGVJL,73.05,0,0.3321007,876.5999999999999,291.1194643378257,Medium
1357-BIJKI,98.25,0,0.3312758,1179.0,390.5741575062275,Medium
3018-TFTSU,81.7,1,0.32968625,980.4000000000001,323.22440367937094,Medium
0742-MOABM,50.05,1,0.3294246,600.5999999999999,197.85240867733953,Medium
2190-BCXEC,78.85,0,0.32811257,946.1999999999999,310.46011603474614,Medium
2139-FQHLM,89.95,0,0.32807058,1079.4,354.1193850874901,Medium
1452-KIOVK,89.1,0,0.32522425,1069.1999999999998,347.72976869344706,Medium
7398-LXGYX,84.8,0,0.3244267,1017.5999999999999,330.13662071228026,Medium
7067-KSAZT,106.25,1,0.3236028,1275.0,412.59356439113617,Medium
8620-RJPZN,20.7,0,0.3232243,248.39999999999998,80.28891763687133,Medium
1465-LNTLJ,64.4,0,0.32277912,772.8000000000001,249.4437031745911,Medium
3325-FUYCG,106.1,1,0.32155696,1273.1999999999998,409.4063158392906,Medium
6825-UYPFK,75.6,1,0.32088205,907.1999999999999,291.1041977405548,Medium
9979-RGMZT,94.05,0,0.3204441,1128.6,361.6532192230224,Medium
6664-FPDAC,111.95,1,0.32026258,1343.4,430.24075146317483,Medium
8992-CEUEN,18.85,0,0.31996813,226.20000000000002,72.37679194808007,Medium
4211-MMAZN,20.25,1,0.319868,243.0,77.72792360186577,Medium
6733-LRIZX,108.95,0,0.31968385,1307.4,417.9546652436257,Medium
0668-OGMHD,28.5,0,0.31946233,342.0,109.2561165690422,Medium
1194-SPVSP,19.65,0,0.31941563,235.79999999999998,75.31820529699326,Medium
5766-ZJYBB,19.4,1,0.31916916,232.79999999999998,74.30258131027222,Medium
5136-GFPMB,89.4,0,0.3176625,1072.8000000000002,340.7883378267289,Medium
9537-VHDTA,51.2,0,0.3176132,614.4000000000001,195.14155883789064,Medium
7018-WBJNK,78.3,0,0.31563333,939.5999999999999,296.56907383203503,Medium
2782-LFZVW,58.95,0,0.3152284,707.4000000000001,222.99257200956347,Medium
4640-UHDOS,55.95,1,0.31517956,671.4000000000001,211.61155430674555,Medium
4753-PADAS,105.7,0,0.31505832,1268.4,399.61997405290606,Medium
2257-BOVXD,66.6,0,0.31496486,799.1999999999999,251.7199166536331,Medium
7876-BEUTG,48.8,0,0.31445104,585.5999999999999,184.14252834320067,Medium
2309-OSFEU,33.9,1,0.31413126,406.79999999999995,127.788596534729,Medium
3976-NLDEZ,20.6,0,0.31403062,247.20000000000002,77.62836863994599,Medium
6286-SUUWT,19.95,0,0.31366345,239.39999999999998,75.09103061556816,Medium
1205-WNWPJ,59.5,1,0.31363493,714.0,223.9353414773941,Medium
9374-YOLBJ,19.25,0,0.31285313,231.0,72.26907250285149,Medium
2386-OWURY,95.3,0,0.31018624,1143.6,354.728980743885,Medium
5575-TPIZQ,89.15,0,0.309936,1069.8000000000002,331.5695188879967,Medium
2700-LUEVA,20.75,0,0.30956954,249.0,77.08281487226486,Medium
4013-GUXND,20.8,0,0.30914116,249.60000000000002,77.16163330078126,Medium
6227-HWPWX,69.0,1,0.3085039,828.0,255.4412258863449,Medium
2924-KHUVI,100.55,0,0.30523038,1206.6,368.29097542762753,Medium
9661-MHUMO,49.25,1,0.3031697,591.0,179.17329123616219,Medium
5482-NUPNA,60.4,1,0.3030646,724.8,219.6612326145172,Medium
0015-UOCOJ,48.2,0,0.30264878,578.4000000000001,175.05205593109133,Medium
2669-QVCRG,81.3,0,0.30232474,975.5999999999999,294.94801837205887,Medium
3594-KADLU,35.1,0,0.30183142,421.20000000000005,127.13139588832857,Medium
1217-VASWC,100.55,0,0.30125037,1206.6,363.4886944591999,Medium
3680-CTHUH,116.6,0,0.30036995,1399.1999999999998,420.27763144969936,Medium
3780-YVMFA,68.55,0,0.30011323,822.5999999999999,246.87314377427097,Medium
3982-XWFZQ,50.25,1,0.29962435,603.0,180.67348524928093,Medium
2432-TFSMK,89.6,0,0.2993694,1075.1999999999998,321.8819732666015,Medium
1575-KRZZE,55.2,0,0.29898345,662.4000000000001,198.0466403961182,Medium
2988-PLAHS,69.95,0,0.2971342,839.4000000000001,249.41443975567822,Medium
5949-EBSQK,61.45,1,0.29604265,737.4000000000001,218.30185080170634,Medium
3090-QFUVD,20.3,0,0.29376963,243.60000000000002,71.56228133440018,Medium
7410-KTVFV,49.55,1,0.293482,594.5999999999999,174.50440052747723,Medium
5438-QMDDL,59.8,0,0.29314148,717.5999999999999,210.35832910537718,Medium
9842-EFSYY,57.2,0,0.29312104,686.4000000000001,201.19828176498416,Medium
4724-WXVWF,95.4,0,0.2920234,1144.8000000000002,334.308377480507,Medium
9079-YEXQJ,111.1,1,0.29171434,1333.1999999999998,388.9135586857795,Medium
5469-CTCWN,106.0,1,0.29084978,1272.0,369.96091389656067,Medium
7239-HZZCX,19.75,1,0.29058287,237.0,68.86813911795616,Medium
7623-TRNQN,49.9,1,0.2892094,598.8,173.1785861134529,Medium
4905-JEFDW,41.6,1,0.28791684,499.20000000000005,143.7280860900879,Medium
6777-TGHTM,106.95,1,0.2826355,1283.4,362.7344134926796,Medium
1360-XFJMR,109.7,0,0.2818985,1316.4,371.0911834716797,Medium
0471-ARVMX,104.85,0,0.2811161,1258.1999999999998,353.70027471184727,Medium
2843-CQMEG,49.7,0,0.27794757,596.4000000000001,165.76793364286425,Medium
5440-VHLUL,105.2,0,0.27690697,1262.4,349.56735534667973,Medium
1559-DTODC,25.15,0,0.27666825,301.79999999999995,83.49847801923751,Medium
6874-SGLHU,97.0,0,0.27654845,1164.0,321.9023902416229,Medium
2750-BJLSB,103.7,0,0.27526727,1244.4,342.5425947546959,Medium
8749-CLJXC,20.05,0,0.27466467,240.60000000000002,66.08431965708733,Medium
6270-OMFIW,94.4,1,0.2731652,1132.8000000000002,309.4415342330933,Medium
1261-FWTTE,34.65,0,0.27269268,415.79999999999995,113.38561649322509,Medium
9254-RBFON,98.6,1,0.27029443,1183.1999999999998,319.81236705780026,Medium
3930-ZGWVE,19.75,0,0.26990628,237.0,63.96778893470764,Medium
3858-XHYJO,105.75,0,0.2681594,1269.0,340.29426527023315,Medium
6854-EXGSF,65.5,0,0.2678327,786.0,210.51649940013885,Medium
9139-WQQDY,100.45,1,0.26643768,1205.4,321.1639789044857,Medium
5966-EMAZU,108.5,0,0.26582772,1302.0,346.1076854467392,Medium
5140-FOMCQ,109.15,0,0.26439962,1309.8000000000002,346.31061953902247,Medium
6429-SHBCB,69.6,0,0.26375893,835.1999999999999,220.2914563179016,Medium
7663-CUXZB,113.75,0,0.26283172,1365.0,358.765294700861,Medium
0058-EVZWM,89.8,0,0.26264256,1077.6,283.02362523078915,Medium
6198-PNNSZ,109.8,0,0.261733,1317.6,344.85939488410946,Medium
4190-MFLUW,55.2,1,0.26169932,662.4000000000001,173.3496288299561,Medium
4672-FOTSD,67.25,0,0.26116946,807.0,210.76375696063042,Medium
8713-IGZSO,24.85,0,0.26047373,298.20000000000005,77.67326574325563,Medium
2391-SOORI,49.35,1,0.25941658,592.2,153.6264987945557,Medium
2087-QAREY,54.7,0,0.2591201,656.4000000000001,170.086438035965,Medium
8849-GYOKR,106.55,1,0.25834113,1278.6,330.31497341394424,Medium
2828-SLQPF,45.0,0,0.2578185,540.0,139.22198474407196,Medium
6284-KMNUF,98.0,0,0.2576773,1176.0,303.0284893512726,Medium
8623-ULFNQ,66.05,0,0.25688994,792.5999999999999,203.61096589565275,Medium
2001-EWBQU,104.7,0,0.25630108,1256.4,322.01667090654377,Medium
9701-CDXHR,69.15,0,0.25411567,829.8000000000001,210.86518372893335,Medium
9163-GHAYE,48.85,0,0.25411454,586.2,148.96194242835045,Medium
1110-KYLGQ,108.25,0,0.25234902,1299.0,327.801375746727,Medium
6583-SZVGP,108.1,0,0.2511767,1297.1999999999998,325.8264345645904,Medium
7124-UGSUR,104.4,1,0.24916725,1252.8000000000002,312.15672905445103,Low
7957-RYHQD,79.2,1,0.24740544,950.4000000000001,235.13412981033326,Low
3865-ZYKAD,84.9,0,0.24625726,1018.8000000000001,250.88689693808558,Low
7251-XFOIL,89.2,0,0.24477078,1070.4,262.0026431322098,Low
2480-EJWYP,97.8,0,0.24263532,1173.6,284.75681694746015,Low
4619-EVPHY,91.0,0,0.24231572,1092.0,264.6087711453438,Low
9389-ACWBI,69.95,0,0.24144211,839.4000000000001,202.6665105879307,Low
1848-LBZHY,50.3,0,0.24052791,603.5999999999999,145.18264827132222,Low
1360-JYXKQ,99.1,0,0.23967758,1189.1999999999998,285.0245760083198,Low
0959-WHOKV,99.0,0,0.23947445,1188.0,284.49564135074615,Low
1015-OWJKI,19.05,0,0.23884168,228.60000000000002,54.59920865893365,Low
6946-LMSQS,89.05,1,0.23798083,1068.6,254.30631246864795,Low
5951-AOFIH,66.4,0,0.23764436,796.8000000000001,189.3550256252289,Low
7134-MJPDY,102.85,0,0.23665015,1234.1999999999998,292.0736200600862,Low
2252-JHJGE,104.0,0,0.23609698,1248.0,294.6490287780762,Low
4701-MLJPN,55.25,1,0.23541044,663.0,156.07711972296238,Low
0431-APWVY,90.1,1,0.23535523,1081.1999999999998,254.46607271432873,Low
3594-IVHJZ,20.45,0,0.2350644,245.39999999999998,57.68480430543422,Low
0365-TRTPY,91.2,0,0.23483756,1094.4,257.00622768402104,Low
2446-ZKVAF,56.8,0,0.23431385,681.5999999999999,159.70831718444822,Low
4945-RVMTE,59.55,0,0.23350897,714.5999999999999,166.8655130445957,Low
8671-KKKOS,45.55,0,0.23279087,546.5999999999999,127.24349088370798,Low
8495-PRWFH,55.65,0,0.23267432,667.8,155.379907938838,Low
8985-OOPOS,74.1,0,0.23110671,889.1999999999999,205.5000895678997,Low
9103-TCIHJ,55.7,1,0.23000702,668.4000000000001,153.73669391870501,Low
2778-OCLGR,39.1,1,0.22964315,469.20000000000005,107.74856652617456,Low
8455-HIRAQ,44.45,0,0.22612919,533.4000000000001,120.61730948388579,Low
6184-DYUOB,19.6,0,0.22382669,235.20000000000002,52.644037842750556,Low
4402-FTBXC,89.8,0,0.22326942,1077.6,240.59512470960615,Low
7054-ENNGU,50.85,0,0.22326316,610.2,136.23517986238005,Low
4819-HJPIW,25.15,0,0.22261499,301.79999999999995,67.18520358502863,Low
4412-YLTKF,78.05,1,0.2221653,936.5999999999999,208.0800213307142,Low
3313-QKNKB,85.55,1,0.22201237,1026.6,227.91789988875388,Low
5027-YOCXN,110.05,0,0.22187169,1320.6,293.00375244319434,Low
7130-CTCUS,54.55,0,0.22097474,654.5999999999999,144.65006700754162,Low
2001-MCUUW,108.65,0,0.22039601,1303.8000000000002,287.3523205339909,Low
2212-LYASK,45.85,0,0.2189601,550.2,120.47185052633287,Low
1444-VVSGW,115.65,1,0.2179106,1387.8000000000002,302.4163344115019,Low
9633-DENPU,58.6,0,0.21774505,703.2,153.11831971406937,Low
2195-VVRJF,59.1,0,0.21731275,709.2,154.1182045698166,Low
9972-VAFJJ,94.0,0,0.21703622,1128.0,244.81685328483582,Low
5186-EJEGL,69.5,0,0.21700564,834.0,180.98270398378372,Low
9327-QSDED,43.55,0,0.21657014,522.5999999999999,113.17955460548399,Low
1346-PJWTK,94.15,0,0.21325144,1129.8000000000002,240.93147885203365,Low
7395-XWZOY,55.0,0,0.21315922,660.0,140.6850841641426,Low
3179-GBRWV,64.95,0,0.212596,779.4000000000001,165.6973218083382,Low
5445-PZWGX,102.0,1,0.21238135,1224.0,259.9547699689865,Low
6713-OKOMC,29.75,0,0.21222687,357.0,75.7649917602539,Low
9097-ZUBYC,48.8,0,0.21202101,585.5999999999999,124.15950236320494,Low
8053-WWDRO,19.5,1,0.21035096,234.0,49.22212475538254,Low
2165-VOEGB,105.2,1,0.20979416,1262.4,264.84415225982667,Low
4016-BJKTZ,108.9,0,0.20905997,1306.8000000000002,273.19956695437435,Low
3237-AJGEH,31.0,1,0.20854202,372.0,77.57763111591339,Low
5198-EFNBM,90.65,0,0.20841254,1087.8000000000002,226.71116420924668,Low
7603-USHJS,73.75,1,0.20687665,885.0,183.08583565056324,Low
1087-UDSIH,19.6,1,0.20634627,235.20000000000002,48.532643508911136,Low
4693-VWVBO,19.55,0,0.20534787,234.60000000000002,48.174609321355824,Low
3794-NFNCH,50.0,0,0.20529303,600.0,123.1758177280426,Low
5022-JNQEQ,75.85,0,0.20510796,910.1999999999999,186.6892625749111,Low
4003-FUSHP,61.55,0,0.2020845,738.5999999999999,149.25960920155046,Low
9330-VOFSZ,110.8,0,0.20130469,1329.6,267.6547145605087,Low
5921-NGYRH,73.55,0,0.20119765,882.5999999999999,177.57704942822454,Low
7789-CRUVC,94.2,0,0.19947055,1130.4,225.48150951862337,Low
0895-LMRSF,64.9,0,0.19934343,778.8000000000001,155.24866173863413,Low
4524-QCSSM,44.65,0,0.1991666,535.8,106.71346210241317,Low
0719-SYFRB,61.65,1,0.19901086,739.8,147.22823711335658,Low
8166-ORCHU,93.55,0,0.19890966,1122.6,223.29597894251344,Low
2659-VXMWZ,111.3,1,0.19833471,1335.6,264.8958370864391,Low
1370-GGAWX,94.15,0,0.19750415,1129.8000000000002,223.1401862829924,Low
6898-MDLZW,53.75,0,0.19748479,645.0,127.37769037485123,Low
9909-DFRJA,95.85,0,0.19730464,1150.1999999999998,226.9397926032543,Low
4237-CLSMM,20.0,0,0.19701736,240.0,47.28416562080383,Low
2748-MYRVK,99.9,1,0.1964248,1198.8000000000002,235.47404685616496,Low
9107-UKCKY,79.8,0,0.19603637,957.5999999999999,187.7244265794754,Low
4396-KLSEH,19.85,0,0.1959002,238.20000000000002,46.66342806816101,Low
5533-RJFTJ,30.2,0,0.19566464,362.4,70.90886707305907,Low
8190-ZTQFB,51.35,0,0.19560786,616.2,120.53356081545354,Low
7017-VFULY,20.1,0,0.19403256,241.20000000000002,46.800654619932175,Low
3413-CSSTH,55.7,0,0.19360198,668.4000000000001,129.40356397032738,Low
0440-QEXBZ,50.15,0,0.19317292,601.8,116.25146131217478,Low
3069-SSVSN,25.85,0,0.19304268,310.20000000000005,59.881839528679855,Low
1379-FRVEB,91.0,0,0.1927416,1092.0,210.4738301038742,Low
0463-WZZKO,20.75,0,0.19231357,249.0,47.886078134179115,Low
5136-RGMZO,71.05,0,0.19104373,852.5999999999999,162.8838880777359,Low
3729-OWRVL,110.35,0,0.19102909,1324.1999999999998,252.9607166200876,Low
3756-VNWDH,100.75,0,0.19098708,1209.0,230.90338012576103,Low
0733-VUNUW,55.65,1,0.18994775,667.8,126.84711021780967,Low
6890-PFRQX,69.5,0,0.18985601,834.0,158.33991041779518,Low
7750-EYXWZ,60.65,0,0.18964025,727.8,138.02017670273779,Low
0701-TJSEF,68.25,0,0.18915465,819.0,154.91766223311424,Low
0440-UEDAI,94.45,0,0.18899423,1133.4,214.2060589671135,Low
2839-RFSQE,20.65,1,0.18827653,247.79999999999998,46.65492396354675,Low
2019-HDCZY,102.6,0,0.18730684,1231.1999999999998,230.6121767878532,Low
7879-CGSFV,100.9,0,0.18598217,1210.8000000000002,225.18720867633823,Low
8970-ANWXO,73.75,0,0.1831699,885.0,162.10536271333694,Low
1809-DMJHQ,46.0,1,0.1827327,552.0,100.86845111846924,Low
7854-EKTJL,19.6,1,0.18038315,235.20000000000002,42.42611589431763,Low
0870-VEMYL,53.85,1,0.17897652,646.2,115.65462780296804,Low
2995-UPRYS,99.2,1,0.17851835,1190.4,212.50824966430665,Low
6383-ZTSIW,99.1,0,0.17701848,1189.1999999999998,210.51037464737888,Low
4332-MUOEZ,94.3,0,0.17591532,1131.6,199.06577129960058,Low
7928-VJYAB,90.6,0,0.17522095,1087.1999999999998,190.50021840333935,Low
1150-WFARN,108.75,1,0.17468067,1305.0,227.9582680016756,Low
9820-RMCQV,48.55,1,0.17461704,582.5999999999999,101.73188585937021,Low
3523-QRQLL,69.5,1,0.17434317,834.0,145.40220272541046,Low
4075-JFPGR,93.5,0,0.17347462,1122.0,194.63852897286415,Low
2972-YDYUW,94.7,0,0.17272764,1136.4,196.28769514560702,Low
9115-YQHGA,51.1,0,0.1722025,613.2,105.59457160234452,Low
0816-TSPHQ,20.75,0,0.17111272,249.0,42.607066333293915,Low
0484-FFVBJ,64.85,0,0.17060015,778.1999999999999,132.7610336601734,Low
2720-FVBQP,48.95,0,0.16981284,587.4000000000001,99.74806409776212,Low
3893-JRNFS,39.9,0,0.16920164,478.79999999999995,81.01374632120131,Low
3694-GLTJM,19.65,0,0.16903746,235.79999999999998,39.859033370018004,Low
